datetime,SD_mean,SD_std,tif_elev_mean,tif_elev_std
2024-01-25 22:52:00,,,1.6489484061224535,0.11354610222512633
2024-01-25 23:01:00,,,1.6666610801262622,0.11123689140944916
2024-01-26 00:01:00,,,1.664262908958692,0.11860589843597599
2024-01-26 01:01:00,,,1.583962627178127,0.10345089729711435
2024-01-26 02:01:00,,,1.5823748402725786,0.10051502218100253
2024-01-26 03:01:00,,,1.5830036029571721,0.10233700689752968
2024-01-26 04:00:00,,,1.5775487348553363,0.09985927095688363
2024-01-26 05:00:00,,,1.5793872561521984,0.10203142696483396
2024-01-26 06:00:00,,,1.5771926085693388,0.0991959957725723
2024-01-26 07:01:00,,,1.5740472601642146,0.09907483659592135
2024-01-26 09:00:00,,,1.5749281311806596,0.10107738616418119
2024-01-26 10:00:00,,,1.5750564878858762,0.10065066164015771
2024-01-26 11:01:00,,,1.5763682426961916,0.10021180131968357
2024-01-26 12:00:00,,,1.5697673193000452,0.09819911718414494
2024-01-26 13:00:00,,,1.56774640549436,0.09742502144004758
2024-01-26 14:00:00,,,1.5665312121942194,0.09785825178408568
2024-01-26 15:01:00,,,1.5689573331803273,0.09740987708124564
2024-01-26 16:00:00,,,1.5709115544654906,0.09973729295145617
2024-01-26 17:00:00,,,1.5679103719740641,0.09736158394079841
2024-01-26 18:00:00,,,1.5679470750946003,0.09718164891502135
2024-01-26 19:00:00,,,1.566838264482609,0.09654841914564954
2024-01-26 20:00:00,,,1.5658171758398993,0.09644576347351681
2024-01-26 21:01:00,,,1.5669272749034726,0.09638004123949091
2024-01-26 22:00:00,,,1.5661309697004484,0.09841317026609943
2024-01-26 23:00:00,,,1.5626657833081914,0.09578439242987814
2024-01-27 00:01:00,,,1.5612590441264866,0.09558877090818331
2024-01-27 01:01:00,,,1.5600799276961659,0.09536589734147585
2024-01-27 02:01:00,,,1.5595534768903705,0.09522295976082576
2024-01-27 03:01:00,,,1.5576113055987364,0.09459453176004849
2024-01-27 04:00:00,,,1.5571510412349718,0.09485929243281603
2024-01-27 05:00:00,,,1.5565293553240027,0.0944794994295741
2024-01-27 06:00:00,,,1.5550431760133392,0.09447160375161208
2024-01-27 07:00:00,,,1.5549580040411661,0.09491896614703331
2024-01-27 08:01:00,,,1.555532105445687,0.09457906690636071
2024-01-27 09:00:00,,,1.5604919704531515,0.09505891103668676
2024-01-27 10:00:00,,,1.5572417994959127,0.09491478595144949
2024-01-27 11:00:00,,,1.5627260970961616,0.09430755919448684
2024-01-27 12:00:00,,,1.5548669078704203,0.09379822352344515
2024-01-27 13:00:00,,,1.557129531372884,0.0934529358356056
2024-01-27 14:00:00,,,1.5599263510547228,0.09370674079483361
2024-01-27 15:00:00,,,1.558702396796348,0.09307698814414365
2024-01-27 16:00:00,,,1.558844685002085,0.09309421344243915
2024-01-27 17:00:00,,,1.5702251806654548,0.09328393784208136
2024-01-27 18:00:00,,,1.569235513721051,0.09229905130106952
2024-01-27 19:00:00,,,1.5599187183592986,0.09145479587398762
2024-01-27 20:00:00,,,1.5571831146865927,0.09101318297617725
2024-01-27 21:00:00,,,1.5614085412984486,0.09192650442085208
2024-01-27 22:00:00,,,1.552009163079951,0.09182152750328286
2024-01-27 23:00:00,,,1.5534828237056677,0.09129628807859175
2024-01-28 00:00:00,,,1.5402343013831288,0.08541907969975934
2024-01-28 01:00:00,,,1.5393806036638844,0.08982326007775952
2024-01-28 02:00:00,,,1.5364323517495577,0.08993353720283523
2024-01-28 03:00:00,,,1.5412110379461228,0.08300851564687546
2024-01-28 04:00:00,,,1.5386458697959238,0.09070470095035933
2024-01-28 05:00:00,,,1.5364070770294962,0.08129765122730238
2024-01-28 06:00:00,,,1.5476489609214132,0.0900841071888376
2024-01-28 07:00:00,,,1.5290852061806006,0.08215838863338897
2024-01-28 08:00:00,,,1.5343185015917657,0.08128323368527464
2024-01-28 09:00:00,,,1.5322168724004,0.08122001042117281
2024-01-28 10:00:00,,,1.5312423482856636,0.08106796249438936
2024-01-28 11:00:00,,,1.5209088166206428,0.08088295412359056
2024-01-28 12:00:00,,,1.5206199808956342,0.07798914119755641
2024-01-28 13:00:00,,,1.5133138448910868,0.07865433607853749
2024-01-28 14:00:00,,,1.5142392818275814,0.07862624511675655
2024-01-28 15:00:00,,,1.5100952285943794,0.07569404470276711
2024-01-28 16:00:00,,,1.5035302995147137,0.07873180229040144
2024-01-28 17:00:00,,,1.5085646831901969,0.07576171352764807
2024-01-28 18:00:00,,,1.509699984723095,0.07589221101670166
2024-01-28 19:00:00,,,1.503425899426854,0.0752911779322805
2024-01-28 20:00:00,,,1.5036387871784873,0.0735821721816194
2024-01-28 21:00:00,,,1.4990149381678564,0.07066923958745615
2024-01-28 22:00:00,,,1.4986192863900394,0.06626681064724052
2024-01-28 23:00:00,,,1.4957968137718323,0.06141015074055091
2024-01-29 00:00:00,,,1.4904256354309746,0.06804991814879027
2024-01-29 01:00:00,,,1.476661597390597,0.06996018433066932
2024-01-29 02:00:00,,,1.4956556018880818,0.06629712249766914
2024-01-29 03:00:00,,,1.4901470310244442,0.06846077059990467
2024-01-29 04:00:00,,,1.473488238128563,0.07001521722726742
2024-01-29 05:00:00,,,1.4713099963848006,0.06988611932188406
2024-01-29 06:01:00,,,1.4700788006024048,0.06994511315351101
2024-01-29 07:00:00,,,1.469081630701334,0.06989143394319015
2024-01-29 08:00:00,,,1.468247143573836,0.06948847495975728
2024-01-29 09:01:00,,,1.4683241251819534,0.06931549454955611
2024-01-29 10:00:00,,,1.4666912356484783,0.06953442397468057
